
---------- Begin Simulation Statistics ----------
final_tick                               215492855500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 155075                       # Simulator instruction rate (inst/s)
host_mem_usage                                 303788                       # Number of bytes of host memory used
host_op_rate                                   164486                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  1540.51                       # Real time elapsed on the host
host_tick_rate                              139884452                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   238893547                       # Number of instructions simulated
sim_ops                                     253392046                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.215493                       # Number of seconds simulated
sim_ticks                                215492855500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 147604506                       # number of cc regfile reads
system.cpu.cc_regfile_writes                154733858                       # number of cc regfile writes
system.cpu.committedInsts                   238893547                       # Number of Instructions Simulated
system.cpu.committedOps                     253392046                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.804091                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.804091                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                          128219                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              9684655                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 70754699                       # Number of branches executed
system.cpu.iew.exec_nop                       5156397                       # number of nop insts executed
system.cpu.iew.exec_rate                     0.755760                       # Inst execution rate
system.cpu.iew.exec_refs                    100197313                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   36496939                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 8536696                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              71242958                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                446                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             41989251                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           379152889                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              63700374                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts          17382766                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             325721719                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                     13                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents              16818346                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                8481883                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles              16836496                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           3605                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      3716805                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        5967850                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 299743706                       # num instructions consuming a value
system.cpu.iew.wb_count                     314559813                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.479606                       # average fanout of values written-back
system.cpu.iew.wb_producers                 143759011                       # num instructions producing a value
system.cpu.iew.wb_rate                       0.729861                       # insts written-back per cycle
system.cpu.iew.wb_sent                      316715362                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                401218266                       # number of integer regfile reads
system.cpu.int_regfile_writes               201653434                       # number of integer regfile writes
system.cpu.ipc                               0.554296                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.554296                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass                10      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu             229630098     66.93%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                  659      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                    82      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   9      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                  60      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   7      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  9      0.00%     66.93% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc         1735566      0.51%     67.43% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                  13      0.00%     67.43% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                254      0.00%     67.43% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  6      0.00%     67.43% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                22136      0.01%     67.44% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     67.44% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu               885889      0.26%     67.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp               870407      0.25%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                   19      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                7460      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               2      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd            137      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     67.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     67.95% # Type of FU issued
