
---------- Begin Simulation Statistics ----------
final_tick                                92790615500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 168864                       # Simulator instruction rate (inst/s)
host_mem_usage                                 304064                       # Number of bytes of host memory used
host_op_rate                                   191412                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   979.33                       # Real time elapsed on the host
host_tick_rate                               94748771                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   165374488                       # Number of instructions simulated
sim_ops                                     187456320                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.092791                       # Number of seconds simulated
sim_ticks                                 92790615500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  57340089                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 59492802                       # number of cc regfile writes
system.cpu.committedInsts                   165374488                       # Number of Instructions Simulated
system.cpu.committedOps                     187456320                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.122188                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.122188                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                          128802                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              2684230                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 38849381                       # Number of branches executed
system.cpu.iew.exec_nop                       1244204                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.131042                       # Inst execution rate
system.cpu.iew.exec_refs                     78695044                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   31150065                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 2562629                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              49902258                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                513                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             34043379                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           224689399                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              47544979                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           5382364                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             209900235                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   1762                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 41368                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                2553036                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                 47124                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           3647                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1156793                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        1527437                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 180260243                       # num instructions consuming a value
system.cpu.iew.wb_count                     205197351                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.573622                       # average fanout of values written-back
system.cpu.iew.wb_producers                 103401287                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.105701                       # insts written-back per cycle
system.cpu.iew.wb_sent                      205930682                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                242740214                       # number of integer regfile reads
system.cpu.int_regfile_writes               136626935                       # number of integer regfile writes
system.cpu.ipc                               0.891116                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.891116                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass                11      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu             129535613     60.17%     60.17% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult               877254      0.41%     60.58% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                947693      0.44%     61.02% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   9      0.00%     61.02% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                  61      0.00%     61.02% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   7      0.00%     61.02% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                 10      0.00%     61.02% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc          434353      0.20%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                  13      0.00%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                300      0.00%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  6      0.00%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                11296      0.01%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     61.22% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu               879256      0.41%     61.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp               329756      0.15%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                   19      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                3959      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               2      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd            136      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     61.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     61.79% # Type of FU issued
